Word,Prefix_Stem,Prefix_Suffix,Suffix_Stem,Suffix_Suffix
matter,ma,tter,matt,er
significance,s,ignificance,significanc,e
guilt,g,uilt,guil,t
innocence,in,nocence,innocenc,e
persons,p,ersons,person,s
evidence,e,vidence,evidenc,e
violation,vi,olation,violati,on
rights,ri,ghts,right,s
citizens,c,itizens,citizen,s
ruling,ru,ling,rul,ing
cases,ca,ses,case,s
cases,ca,ses,case,s
state,s,tate,stat,e
case,ca,se,cas,e
Contempt,Co,ntempt,Contemp,t
proceedings,pro,ceedings,proceeding,s
persons,p,ersons,person,s
precincts,p,recincts,precinct,s
prosecutor,pro,secutor,prosecut,or
court,co,urt,cour,t
hearings,he,arings,hearing,s
jury,ju,ry,jur,y
subpenas,s,ubpenas,subpena,s
persons,p,ersons,person,s
election,e,lection,electi,on
investigation,in,vestigation,investigati,on
individuals,in,dividuals,individual,s
courts,co,urts,court,s
building,bu,ilding,build,ing
jury,ju,ry,jur,y
attorney,a,ttorney,attorne,y
election,e,lection,electi,on
judges,ju,dges,judge,s
precinct,p,recinct,precinc,t
ward,wa,rd,w,ard
procedure,pro,cedure,procedur,e
intimidation,in,timidation,intimidati,on
coercion,co,ercion,coerci,on
act,a,ct,ac,t
statements,s,tatements,statement,s
jury,ju,ry,jur,y
room,ro,om,roo,m
misuse,mis,use,misus,e
processes,pro,cesses,processe,s
abuse,a,buse,abus,e
process,pro,cess,proces,s
contempt,co,ntempt,contemp,t
county,co,unty,count,y
vindication,vi,ndication,vindicati,on
authority,a,uthority,authorit,y
court,co,urt,cour,t
function,f,unction,functi,on
court,co,urt,cour,t
judge,ju,dge,judg,e
week,we,ek,wee,k
cases,ca,ses,case,s
persons,p,ersons,person,s
precinct,p,recinct,precinc,t
judges,ju,dges,judge,s
cases,ca,ses,case,s
miscount,mis,count,miscoun,t
vote,vo,te,vot,e
votes,vo,tes,vote,s
candidate,ca,ndidate,candidat,e
cases,ca,ses,case,s
judges,ju,dges,judge,s
precincts,p,recincts,precinct,s
ward,wa,rd,w,ard
precincts,p,recincts,precinct,s
ward,wa,rd,w,ard
precinct,p,recinct,precinc,t
ward,wa,rd,w,ard
precinct,p,recinct,precinc,t
ward,wa,rd,w,ard
case,ca,se,cas,e
judges,ju,dges,judge,s
precinct,p,recinct,precinc,t
ward,wa,rd,w,ard
advisement,a,dvisement,advisemen,t
cases,ca,ses,case,s
advisement,a,dvisement,advisemen,t
statement,s,tatement,statemen,t
ward,wa,rd,w,ard
case,ca,se,cas,e
cases,ca,ses,case,s
trial,tri,al,tri,al
persons,p,ersons,person,s
care,ca,re,car,e
program,pro,gram,progra,m
security,s,ecurity,securit,y
taxes,ta,xes,taxe,s
workers,work,ers,worker,s
hospital,ho,spital,hospit,al
bills,bi,lls,bill,s
security,s,ecurity,securit,y
railroad,ra,ilroad,railroa,d
retirement,re,tirement,retiremen,t
programs,pro,grams,program,s
message,m,essage,messag,e
care,ca,re,car,e
plan,p,lan,pl,an
requests,re,quests,request,s
grants,gra,nts,grant,s
scholarships,s,cholarships,scholarship,s
schools,s,chools,school,s
child,c,hild,chil,d
health,he,alth,heal,th
care,ca,re,car,e
research,re,search,researc,h
care,ca,re,car,e
plan,p,lan,pl,an
year,y,ear,ye,ar
senator,s,enator,senat,or
fight,fi,ght,figh,t
year,y,ear,ye,ar
security,s,ecurity,securit,y
payroll,pa,yroll,payrol,l
tax,ta,x,ta,x
$37,$,37,$3,7
year,y,ear,ye,ar
workers,work,ers,worker,s
taxes,ta,xes,taxe,s
security,s,ecurity,securit,y
payroll,pa,yroll,payrol,l
tax,ta,x,ta,x
cent,c,ent,cen,t
cent,c,ent,cen,t
worker,work,er,work,er
employer,e,mployer,employ,er
$4,800,$,4,800,$4,80,0
pay,pa,y,pa,y
year,y,ear,ye,ar
plan,p,lan,pl,an
base,ba,se,bas,e
$5,000,$,5,000,$5,00,0
year,y,ear,ye,ar
payroll,pa,yroll,payrol,l
tax,ta,x,ta,x
cent,c,ent,cen,t
cent,c,ent,cen,t
payroll,pa,yroll,payrol,l
tax,ta,x,ta,x
boosts,bo,osts,boost,s
railroad,ra,ilroad,railroa,d
retirement,re,tirement,retiremen,t
system,s,ystem,syste,m
payroll,pa,yroll,payrol,l
tax,ta,x,ta,x
cent,c,ent,cen,t
plan,p,lan,pl,an
levy,le,vy,lev,y
cent,c,ent,cen,t
date,da,te,dat,e
security,s,ecurity,securit,y
costs,co,sts,cost,s
Officials,O,fficials,Official,s
tax,ta,x,ta,x
boost,bo,ost,boos,t
plan,p,lan,pl,an
dollars,do,llars,dollar,s
benefits,be,nefits,benefit,s
year,y,ear,ye,ar
figures,fi,gures,figure,s
years,y,ears,year,s
parts,pa,rts,part,s
health,he,alth,heal,th
plan,p,lan,pl,an
grants,gra,nts,grant,s
dollars,do,llars,dollar,s
years,y,ears,year,s
payroll,pa,yroll,payrol,l
taxes,ta,xes,taxe,s
care,ca,re,car,e
plan,p,lan,pl,an
benefits,be,nefits,benefit,s
persons,p,ersons,person,s
security,s,ecurity,securit,y
railroad,ra,ilroad,railroa,d
retirement,re,tirement,retiremen,t
systems,s,ystems,system,s
payment,pa,yment,paymen,t
hospital,ho,spital,hospit,al
bills,bi,lls,bill,s
stays,s,tays,stay,s
days,da,ys,day,s
illness,i,llness,illnes,s
patient,pa,tient,patien,t
$10,$1,0,$1,0
day,da,y,da,y
cost,co,st,cos,t
days,da,ys,day,s
payment,pa,yment,paymen,t
home,ho,me,hom,e
bills,bi,lls,bill,s
days,da,ys,day,s
discharge,dis,charge,discharg,e
hospital,ho,spital,hospit,al
patient,pa,tient,patien,t
days,da,ys,day,s
home,ho,me,hom,e
care,ca,re,car,e
unit,un,it,uni,t
formula,fo,rmula,formul,a
care,ca,re,car,e
part,pa,rt,par,t
credit,c,redit,credi,t
Hospital,Ho,spital,Hospit,al
outpatient,o,utpatient,outpatien,t
clinic,c,linic,clin,ic
diagnostic,di,agnostic,diagnost,ic
service,s,ervice,servic,e
costs,co,sts,cost,s
excess,e,xcess,exces,s
$20,$2,0,$2,0
patient,pa,tient,patien,t
Community,Co,mmunity,Communit,y
nurse,nu,rse,nurs,e
services,s,ervices,service,s
home,ho,me,hom,e
days,da,ys,day,s
illness,i,llness,illnes,s
year,y,ear,ye,ar
law,la,w,l,aw
grants,gra,nts,grant,s
states,s,tates,state,s
bills,bi,lls,bill,s
plan,p,lan,pl,an
needs,ne,eds,need,s
millions,m,illions,million,s
wish,wi,sh,w,ish
care,ca,re,car,e
expense,e,xpense,expens,e
drain,d,rain,dra,in
savings,sa,vings,saving,s
children,c,hildren,childr,en
hospital,ho,spital,hospit,al
stay,s,tay,sta,y
proposal,pro,posal,propos,al
needs,ne,eds,need,s
requirements,re,quirements,requirement,s
malingering,ma,lingering,malinger,ing
overcrowding,o,vercrowding,overcrowd,ing
hospitals,ho,spitals,hospital,s
program,pro,gram,progra,m
medicine,m,edicine,medicin,e
program,pro,gram,progra,m
prepayment,p,repayment,prepaymen,t
health,he,alth,heal,th
costs,co,sts,cost,s
freedom,f,reedom,freedo,m
choice,c,hoice,choic,e
person,p,erson,pers,on
doctor,do,ctor,doct,or
hospital,ho,spital,hospit,al
plan,p,lan,pl,an
doctor,do,ctor,doct,or
bills,bi,lls,bill,s
patient,pa,tient,patien,t
care,ca,re,car,e
plan,p,lan,pl,an
proposals,pro,posals,proposal,s
scholarships,s,cholarships,scholarship,s
grants,gra,nts,grant,s
schools,s,chools,school,s
schools,s,chools,school,s
student,s,tudent,studen,t
load,lo,ad,loa,d
need,ne,ed,n,eed
health,he,alth,heal,th
care,ca,re,car,e
people,p,eople,peopl,e
medicine,m,edicine,medicin,e
dentistry,de,ntistry,dentistr,y
costs,co,sts,cost,s
scholarship,s,cholarship,scholarshi,p
plan,p,lan,pl,an
contributions,co,ntributions,contribution,s
school,s,chool,schoo,l
$1,500,$1,,500,$1,50,0
year,y,ear,ye,ar
year,y,ear,ye,ar
students,s,tudents,student,s
schools,s,chools,school,s
money,m,oney,mone,y
scholarships,s,cholarships,scholarship,s
need,ne,ed,n,eed
$2,000,$2,,000,$2,00,0
year,y,ear,ye,ar
student,s,tudent,studen,t
addition,a,ddition,additi,on
government,g,overnment,governmen,t
$1,000,$1,,000,$1,00,0
cost,co,st,cos,t
education,e,ducation,educati,on
grant,gra,nt,gran,t
schools,s,chools,school,s
$1,500,$1,,500,$1,50,0
scholarship,s,cholarship,scholarshi,p
grants,gra,nts,grant,s
Officials,O,fficials,Official,s
programs,pro,grams,program,s
dollars,do,llars,dollar,s
year,y,ear,ye,ar
millions,m,illions,million,s
grants,gra,nts,grant,s
dollars,do,llars,dollar,s
years,y,ears,year,s
schools,s,chools,school,s
capacity,ca,pacity,capacit,y
ones,o,nes,one,s
homes,ho,mes,home,s
area,a,rea,are,a
community,co,mmunity,communit,y
health,he,alth,heal,th
services,s,ervices,service,s
dollar,do,llar,doll,ar
year,y,ear,ye,ar
grants,gra,nts,grant,s
home,ho,me,hom,e
construction,co,nstruction,constructi,on
dollar,do,llar,doll,ar
appropriation,a,ppropriation,appropriati,on
grants,gra,nts,grant,s
states,s,tates,state,s
homes,ho,mes,home,s
grants,gra,nts,grant,s
sum,s,um,s,um
hospitals,ho,spitals,hospital,s
child,c,hild,chil,d
health,he,alth,heal,th
field,fi,eld,fiel,d
increase,in,crease,increas,e
funds,f,unds,fund,s
programs,pro,grams,program,s
bureau,bu,reau,burea,u
establishment,e,stablishment,establishmen,t
child,c,hild,chil,d
health,he,alth,heal,th
institute,in,stitute,institut,e
grants,gra,nts,grant,s
states,s,tates,state,s
rehabilitation,re,habilitation,rehabilitati,on
research,re,search,researc,h
dollar,do,llar,doll,ar
year,y,ear,ye,ar
increase,in,crease,increas,e
millions,m,illions,million,s
grants,gra,nts,grant,s
research,re,search,researc,h
facilities,fa,cilities,facilitie,s
dollars,do,llars,dollar,s
budget,bu,dget,budg,et
government,g,overnment,governmen,t
research,re,search,researc,h
medicine,m,edicine,medicin,e
proposals,pro,posals,proposal,s
elements,e,lements,element,s
health,he,alth,heal,th
program,pro,gram,progra,m
people,p,eople,peopl,e
knowledge,k,nowledge,knowledg,e
services,s,ervices,service,s
facilities,fa,cilities,facilitie,s
means,m,eans,mean,s
reaction,re,action,reacti,on
message,m,essage,messag,e
lines,li,nes,line,s
Legislators,L,egislators,Legislator,s
year,y,ear,ye,ar
security,s,ecurity,securit,y
system,s,ystem,syste,m
plan,p,lan,pl,an
plan,p,lan,pl,an
year,y,ear,ye,ar
message,m,essage,messag,e
message,m,essage,messag,e
opposition,o,pposition,oppositi,on
insurance,in,surance,insuranc,e
care,ca,re,car,e
plan,p,lan,pl,an
year,y,ear,ye,ar
trial,tri,al,tri,al
program,pro,gram,progra,m
thing,t,hing,th,ing
prediction,p,rediction,predicti,on
fate,fa,te,fat,e
pressure,p,ressure,pressur,e
chief,c,hief,chie,f
senators,s,enators,senator,s
floor,f,loor,flo,or
record,re,cord,recor,d
vote,vo,te,vot,e
number,nu,mber,numb,er
ayes,a,yes,aye,s
noes,no,es,noe,s
rules,ru,les,rule,s
order,o,rder,ord,er
approval,a,pproval,approv,al
leader,le,ader,lead,er
administrator,a,dministrator,administrat,or
home,ho,me,hom,e
finance,fi,nance,financ,e
agency,a,gency,agenc,y
years,y,ears,year,s
appointments,a,ppointments,appointment,s
cabinet,ca,binet,cabin,et
rank,ra,nk,ran,k
action,a,ction,acti,on
rule,ru,le,rul,e
hour,ho,ur,ho,ur
delay,de,lay,dela,y
floor,f,loor,flo,or
rule,ru,le,rul,e
demand,de,mand,deman,d
connection,co,nnection,connecti,on
cabinet,ca,binet,cabin,et
selections,s,elections,selection,s
element,e,lement,elemen,t
meeting,m,eeting,meet,ing
discussions,dis,cussions,discussion,s
understanding,un,derstanding,understand,ing
meetings,m,eetings,meeting,s
session,s,ession,sessi,on
organization,o,rganization,organizati,on
nature,na,ture,natur,e
route,ro,ute,rout,e
step,s,tep,ste,p
step,s,tep,ste,p
changes,c,hanges,change,s
ministers,m,inisters,minister,s
climate,c,limate,climat,e
candor,ca,ndor,cand,or
attempt,a,ttempt,attemp,t
information,in,formation,informati,on
problems,pro,blems,problem,s
atmosphere,a,tmosphere,atmospher,e
relations,re,lations,relation,s
colonialist,co,lonialist,colonial,ist
powers,po,wers,power,s
time,t,ime,tim,e
problems,pro,blems,problem,s
nightmare,ni,ghtmare,nightmar,e
clash,c,lash,cl,ash
trouble,t,rouble,troubl,e
difficulties,di,fficulties,difficultie,s
changes,c,hanges,change,s
tragedies,tra,gedies,tragedie,s
allies,a,llies,allie,s
circumstances,c,ircumstances,circumstance,s
troubles,t,roubles,trouble,s
absence,a,bsence,absenc,e
case,ca,se,cas,e
weeks,we,eks,week,s
NATO,N,ATO,NAT,O
critics,c,ritics,critic,s
policy,po,licy,polic,y
relaxation,re,laxation,relaxati,on
tension,te,nsion,tensi,on
explanation,e,xplanation,explanati,on
positions,po,sitions,position,s
explosion,e,xplosion,explosi,on
council,co,uncil,counci,l
surprises,s,urprises,surprise,s
NATO,N,ATO,NAT,O
votes,vo,tes,vote,s
NATO,N,ATO,NAT,O
committee,co,mmittee,committe,e
future,f,uture,futur,e
topics,to,pics,topic,s
advance,a,dvance,advanc,e
step,s,tep,ste,p
attempt,a,ttempt,attemp,t
cars,ca,rs,car,s
track,tra,ck,tr,ack
NATO,N,ATO,NAT,O
locomotive,lo,comotive,locomotiv,e
manifestations,ma,nifestations,manifestation,s
arms,a,rms,arm,s
heart,he,art,hear,t
capital,ca,pital,capit,al
alliance,a,lliance,allianc,e
NATO,N,ATO,NAT,O
line,li,ne,lin,e
side,s,ide,sid,e
balance,ba,lance,balanc,e
sheet,s,heet,she,et
disappointment,dis,appointment,disappointmen,t
leadership,le,adership,leadershi,p
evidence,e,vidence,evidenc,e
diplomat,di,plomat,diploma,t
tenor,te,nor,ten,or
speeches,s,peeches,speeche,s
policies,po,licies,policie,s
analysis,a,nalysis,analysi,s
danger,da,nger,dang,er
points,po,ints,point,s
setbacks,s,etbacks,setback,s
administration,a,dministration,administrati,on
policy,po,licy,polic,y
vagueness,va,gueness,vaguenes,s
appreciation,a,ppreciation,appreciati,on
fact,fa,ct,fac,t
council,co,uncil,counci,l
meeting,m,eeting,meet,ing
affair,a,ffair,affai,r
correspondents,co,rrespondents,correspondent,s
impression,i,mpression,impressi,on
days,da,ys,day,s
popularity,po,pularity,popularit,y
delegation,de,legation,delegati,on
frame,f,rame,fram,e
mind,m,ind,min,d
policy,po,licy,polic,y
scale,s,cale,scal,e
application,a,pplication,applicati,on
danger,da,nger,dang,er
spots,s,pots,spot,s
speech,s,peech,speec,h
idea,i,dea,ide,a
march,ma,rch,marc,h
events,e,vents,event,s
administration,a,dministration,administrati,on
months,m,onths,month,s
core,co,re,cor,e
NATO,N,ATO,NAT,O
attachment,a,ttachment,attachmen,t
alliance,a,lliance,allianc,e
cornerstone,co,rnerstone,cornerston,e
policy,po,licy,polic,y
submarines,s,ubmarines,submarine,s
NATO's,N,ATO's,NATO',s
disposal,dis,posal,dispos,al
waters,wa,ters,water,s
warning,wa,rning,warn,ing
setback,s,etback,setb,ack
affirmation,a,ffirmation,affirmati,on
council,co,uncil,counci,l
whole,w,hole,whol,e
achievement,a,chievement,achievemen,t
rekindling,re,kindling,rekindl,ing
NATO,N,ATO,NAT,O
realization,re,alization,realizati,on
friction,f,riction,fricti,on
place,p,lace,plac,e
globe,g,lobe,glob,e
essence,e,ssence,essenc,e
conflict,co,nflict,conflic,t
societies,s,ocieties,societie,s
regard,re,gard,reg,ard
distance,dis,tance,distanc,e
lack,la,ck,l,ack
connection,co,nnection,connecti,on
spring,s,pring,spr,ing
meeting,m,eeting,meet,ing
impetus,i,mpetus,impetu,s
main,ma,in,ma,in
directions,di,rections,direction,s
consultation,co,nsultation,consultati,on
alliance,a,lliance,allianc,e
use,u,se,us,e
method,m,ethod,metho,d
aid,a,id,ai,d
countries,co,untries,countrie,s
need,ne,ed,n,eed
forces,fo,rces,force,s
maintenance,ma,intenance,maintenanc,e
deterrent,de,terrent,deterren,t
increase,in,crease,increas,e
threshold,t,hreshold,threshol,d
forces,fo,rces,force,s
strengthening,s,trengthening,strengthen,ing
problems,pro,blems,problem,s
months,m,onths,month,s
ally,a,lly,all,y
obligations,o,bligations,obligation,s
administration,a,dministration,administrati,on
conference,co,nference,conferenc,e
debate,de,bate,debat,e
policy,po,licy,polic,y
time,t,ime,tim,e
optimism,o,ptimism,optim,ism
conference,co,nference,conferenc,e
table,ta,ble,tabl,e
actions,a,ctions,action,s
ground,g,round,groun,d
officials,o,fficials,official,s
inspection,in,spection,inspecti,on
system,s,ystem,syste,m
base,ba,se,bas,e
attacks,a,ttacks,attack,s
aid,a,id,ai,d
countries,co,untries,countrie,s
conference,co,nference,conferenc,e
formula,fo,rmula,formul,a
possibility,po,ssibility,possibilit,y
inclination,in,clination,inclinati,on
verification,ve,rification,verificati,on
control,co,ntrol,contro,l
commission,co,mmission,commissi,on
conference,co,nference,conferenc,e
modifications,m,odifications,modification,s
policy,po,licy,polic,y
administration,a,dministration,administrati,on
actions,a,ctions,action,s
chain,c,hain,cha,in
reaction,re,action,reacti,on
errors,e,rrors,error,s
administration,a,dministration,administrati,on
spokesmen,s,pokesmen,spokes,men
time,t,ime,tim,e
reforms,re,forms,reform,s
aid,a,id,ai,d
policies,po,licies,policie,s
areas,a,reas,area,s
months,m,onths,month,s
confrontations,co,nfrontations,confrontation,s
gain,ga,in,ga,in
world,wo,rld,worl,d
question,que,stion,questi,on
administration,a,dministration,administrati,on
policy,po,licy,polic,y
decisions,de,cisions,decision,s
aggression,a,ggression,aggressi,on
policy,po,licy,polic,y
tendency,te,ndency,tendenc,y
poll,po,ll,pol,l
situation,s,ituation,situati,on
question,que,stion,questi,on
power,po,wer,pow,er
blunders,b,lunders,blunder,s
senator,s,enator,senat,or
correspondent,co,rrespondent,corresponden,t
administration,a,dministration,administrati,on
score,s,core,scor,e
reply,re,ply,repl,y
need,ne,ed,n,eed
unity,un,ity,unit,y
country,co,untry,countr,y
politics,po,litics,politic,s
others,o,thers,other,s
wisdom,wi,sdom,wisdo,m
administration,a,dministration,administrati,on
policies,po,licies,policie,s
weeks,we,eks,week,s
notice,no,tice,notic,e
chairman,c,hairman,chairm,an
administration,a,dministration,administrati,on
outcome,o,utcome,outcom,e
coalition,co,alition,coaliti,on
government,g,overnment,governmen,t
domination,do,mination,dominati,on
administration,a,dministration,administrati,on
policies,po,licies,policie,s
direction,di,rection,directi,on
educators,e,ducators,educator,s
group,g,roup,gro,up
administration,a,dministration,administrati,on
support,s,upport,suppor,t
invasion,in,vasion,invasi,on
exile,e,xile,exil,e
groups,g,roups,group,s
regime,re,gime,regim,e
bloc,b,loc,blo,c
detente,de,tente,detent,e
resumption,re,sumption,resumpti,on
trade,tra,de,trad,e
relations,re,lations,relation,s
efforts,e,fforts,effort,s
parts,pa,rts,part,s
conditions,co,nditions,condition,s
nationalism,na,tionalism,national,ism
part,pa,rt,par,t
intervention,in,tervention,interventi,on
provocation,pro,vocation,provocati,on
countries,co,untries,countrie,s
arms,a,rms,arm,s
fiasco,fi,asco,fiasc,o
victories,vi,ctories,victorie,s
observer,o,bserver,observ,er
program,pro,gram,progra,m
opinions,o,pinions,opinion,s
professors,pro,fessors,professor,s
administration,a,dministration,administrati,on
channels,c,hannels,channel,s
source,s,ource,sourc,e
administration,a,dministration,administrati,on
administration,a,dministration,administrati,on
period,p,eriod,perio,d
administration,a,dministration,administrati,on
efforts,e,fforts,effort,s
pin,pi,n,p,in
administration,a,dministration,administrati,on
statements,s,tatements,statement,s
Policies,P,olicies,Policie,s
test,te,st,tes,t
ban,ba,n,b,an
negotiations,ne,gotiations,negotiation,s
response,re,sponse,respons,e
kind,k,ind,kin,d
aid,a,id,ai,d
programs,pro,grams,program,s
emphasis,e,mphasis,emphasi,s
aid,a,id,ai,d
reform,re,form,refor,m
recipient,re,cipient,recipien,t
nations,na,tions,nation,s
administration,a,dministration,administrati,on
administration,a,dministration,administrati,on
efforts,e,fforts,effort,s
determination,de,termination,determinati,on
fleet,f,leet,fle,et
waters,wa,ters,water,s
gesture,g,esture,gestur,e
situation,s,ituation,situati,on
rate,ra,te,rat,e
correspondents,co,rrespondents,correspondent,s
territory,te,rritory,territor,y
administration,a,dministration,administrati,on
spokesmen,s,pokesmen,spokes,men
service,s,ervice,servic,e
matter,ma,tter,matt,er
SEATO,S,EATO,SEAT,O
contingency,co,ntingency,contingenc,y
plans,p,lans,plan,s
losses,lo,sses,losse,s
provocation,pro,vocation,provocati,on
time,t,ime,tim,e
war,wa,r,w,ar
SEATO,S,EATO,SEAT,O
nations,na,tions,nation,s
complication,co,mplication,complicati,on
administration,a,dministration,administrati,on
ally,a,lly,all,y
neighbors,ne,ighbors,neighbor,s
administration,a,dministration,administrati,on
favor,fa,vor,fav,or
government,g,overnment,governmen,t
revolt,re,volt,revol,t
neutralist,ne,utralist,neutral,ist
government,g,overnment,governmen,t
spirit,s,pirit,spiri,t
energy,e,nergy,energ,y
government,g,overnment,governmen,t
hilt,hi,lt,hil,t
administration,a,dministration,administrati,on
ideas,i,deas,idea,s
alternative,a,lternative,alternativ,e
factor,fa,ctor,fact,or
statement,s,tatement,statemen,t
chairman,c,hairman,chairm,an
year,y,ear,ye,ar
removal,re,moval,remov,al
steps,s,teps,step,s
growth,g,rowth,grow,th
delinquency,de,linquency,delinquenc,y
problem,pro,blem,proble,m
effect,e,ffect,effec,t
vitality,vi,tality,vitalit,y
nation,na,tion,nati,on
assertion,a,ssertion,asserti,on
leadership,le,adership,leadershi,p
